id,option_text,question_id,score,impact
"11689","Intelligent technologies suggest personalized career paths based on organizational needs, employee interests, and past professional history","3201","4",""
"11690","Managers assess employees using manual processes","3202","1",""
"11691","Organization has established a consistent performance management process, but the process is not fully automated","3202","2",""
"11692","The performance management process is consistent and fully automated; performance feedback is frequent, agile, and transparent","3202","3",""
"11693","Managers are provided with calibration support to ensure consistent performance assessment, intelligent technologies are used to their coaching and feedback abilities","3202","4",""
"11694","Process is adhoc","3203","1",""
"11695","Consistent performance management process which is not fully automated","3203","2",""
"11696","Performance management process is consistent and fully automated","3203","3",""
"11697","Consistent process. Intelligent real-time technologies are used to guide managers in improving their coaching and feedback abilities","3203","4",""
"11698","No Option","3204","1",""
"11699","No Option","3205","1",""
"11700","No Option","3206","1",""
"11701","Not based on data analytics","3207","1",""
"11702","Limited use of data analytics","3207","2",""
"11703","Use of analytics to identify skill gaps and trainings needed","3207","3",""
"11704","ML tools to identify the success of policies and frameworks. It also recommends improvements in the review process","3207","4",""
"11705","No","3208","1",""
"11706","No, but considering it for future","3208","2",""
"11707","No,  but is in the starting phase","3208","3",""
"11708","Yes - Already in place","3208","4",""
"11709","No","3209","1",""
"11710","No, but considering it for future","3209","2",""
"11711","Currently some work enable by RPA, likely to increase in future","3209","3",""
"11712","Optimized use of RPA","3209","4",""
"11713","Performance management practices are underdeveloped and usually not documented","3210","1",""
"11714","Performance management practices usually occur at the strategic and operational and is usually delivered on a semiannual basis","3210","2",""
"11715","Employees are responsible for managing, reviewing, and updating goals continuousl while managers offer performance feedback on an periodic basis","3210","3",""
"11716","Continuous performance management includes dynamic goals, ongoing check-in conversations, periodic performance conversations, ongoing feedback, frequent data collection, self-reflection with a focus on coaching and development","3210","4",""
"11717","Employees goals are not linked to business and process is manual","3211","1",""
"11718","Strategic goals of the company are aligned with some individual departments but not necessarily integrated with individual goals","3211","2",""
"11719","Goal planning is flexible based on Organization Country, Division, Department, Subsidiary, Team, etc.","3211","3",""
"11720","Goal planning is agile, flexible,transparent and recommendations are provided on better distribution and alignment of goals with strategic considerations","3211","4",""
"11721","Not aligned","3212","1",""
"11722","Slightly aligned","3212","2",""
"11723","Mostly aligned","3212","3",""
"11724","Strongly aligned","3212","4",""
"11725","No learning management system","3213","1",""
"11726","Learning management system in place","3213","2",""
"11727","New set of learning tools are delivered that provide curated content","3213","3",""
"11728","Digital learning tools used that enable employees to build their own learning and development plans;","3213","4",""
"11729","No Option","3214","1",""
"11730","No Option","3215","1",""
"11731","No Option","3216","1",""
"11732","No Option","3217","1",""
"11733","No Option","3218","1",""
"11734","No Option","3219","1",""
"11735","No visibility","3220","1",""
"11736","Tracking done digitally but not in real time","3220","2",""
"11737","Tracking done digitally. Analysis done on adhoc basis","3220","3",""
"11738","Real-time tracking using intelligent technologies which nudges employees for additional courses","3220","4",""
"11739","No feedback mechanism","3221","1",""
"11740","Portal to raise concern of training","3221","2",""
"11741","Feedback taken digitally through survey.","3221","3",""
"11742","Chatbots for conducting survey , analyzing answers & recommendations","3221","4",""
"11743","Mandatory compliance training is offered but has no standardized process for customizing learning plan for employees","3222","1",""
"11744","Learning system manages courses that an employee can choose for his/ her development according to each job or role","3222","2",""
"11745","Learning solution recommends training courses to employees based on goals and generates insights for better learning mix","3222","3",""
"11746","Integrated solution uses machine learning to provide personalized recommendations based on gaps, goals, aspirations, and company objectives","3222","4",""
"11747","Mandatory training, licenses, and certifications are tracked manually; record keeping is mostly paper based","3223","1",""
"11748","Dedicated time to running status reports of employee training, licensing, and certification; record keeping is digitalized, and HR initiates recertification requirements","3223","2",""
"11749","Well-established learning and development strategy that captures the skills and certifications across all worker types; the strategy is flexible and permanent to alleviate risk","3223","3",""
"11750","Learning and development is integrated with performance management and intelligent technologies are used to identify, suggest, and recommend tailored training, licensing, and certification courses","3223","4",""
"11751","Manual succession planning occurs annually","3224","1",""
"11752","Succession planning for top C-suite level.","3224","2",""
"11753","Succession planning for top-three levels.","3224","3",""
"11754","Proactive, strategic, and transparent succession planning occurs at all levels.","3224","4",""
"11755","No Option","3225","1",""
"11756","Limited visibility into pay decisions across the organization; budgets are tracked in tools such as Excel","3226","1",""
"11757","A set of compensation practices are implemented that tie pay to performance with limited visibility into pay decision criteria","3226","2",""
"11758","Pay-for-performance is calibrated across all teams and levels through talent compensation reviews that link results to strategic business goals and initiatives","3226","3",""
"11759","A manager-led, transparent reward process used based on a variety of rewards, including salary, bonus, RSU, LTI, STI, \"spot\" awards, and variable pay, and it can model at the manager level based on team performance and link to business results","3226","4",""
"11760","Excel or payroll system used to store key information on employees, such as their address, birthday, title, or position in the organization","3227","1",""
"11761","Multiple fragmented sources of data","3227","2",""
"11762","Human resource information system (HRIS) software provides a centralized repository of employee master data, enables employee self-service; also generates multiple workforce reports","3227","3",""
"11763","Employee data stored using a single system and generates timely, accurate and actionable data from a single source of truth delivering meaningful, real-time workforce insight","3227","4",""
"11764","Employee data is fragmented over multiple databases; there is no self-service","3228","1",""
"11765","A common HCM platform is in place for employee data, additional talent applications, and analytics processes; employee and manager self-service is in partial use","3228","2",""
"11766","Process integration is embedded in a single HR platform and employee data can be updated automatically by the system based on set of rules triggered by connected HR processes","3228","3",""
"11767","Data is updated automatically based on enterprise-wide integration between processes and systems; the system notifies users whenever there is any need for update","3228","4",""
"11768","No documentation of disaster recovery procedures. Occasional backups may be run but recovery is completely adhoc","3229","1",""
"11769","Elements of disaster recovery are in place for ensuring business continuity; recovery planning consists of loosely sketched guidelines","3229","2",""
"11770","Business resumption plans are documented and articulate the specific steps necessary to enable the respective process","3229","3",""
"11771","There is a fully organized disaster recovery program to provide administrative oversight on all activities associated with disaster recovery","3229","4",""
"11772","All HR legal compliance activities are performed locally and manually","3230","1",""
"11773","There are multiple local systems across geographies and business units to manage local compliance requirements","3230","2",""
"11774","One single system to manage and track local and global compliance and generate meaningful insights to support risk management","3230","3",""
"11775","One single system enables dynamic update of new laws and regulatory changes and provides visibility into pending legislative changes","3230","4",""
"11776","No Option","3231","1",""
"11777","Dedicated payroll and timekeeping FTEs to manually manage employee time and payroll data","3232","1",""
"11778","Multiple departments to manage timekeeping, payroll approval, payroll disbursement and payroll data record keeping","3232","2",""
"11779","Integrated timekeeping and payroll software that generates reports and analysis for better decision making","3232","3",""
"11780","Integrated solution for timekeeping and payroll management that uses AI to manage compliance and generates real-time reports","3232","4",""
"11781","No Option","3233","1",""
"11782","The payroll system supports only one currency, one language, and legal regulations for only one country, ensuring compliance with regulatory requirements for reporting purposes","3234","1",""
"11783","The payroll system supports multiple currencies","3234","2",""
"11784","The payroll system supports multiple currencies, multiple languages, and collective agreements","3234","3",""
"11785","The payroll system supports multiple currencies, multiple languages, collective agreements, and reporting","3234","4",""
"11786","No Option","3235","1",""
"11787","Activities are informal, ad hoc, and highly dependent on one-off efforts and lots of data cleansing","3236","1",""
"11788","Data management practices are documented and performed consistently and annually at the business-unit level","3236","2",""
"11789","Data management practices are governed through quantitative measurements of process performance","3236","3",""
"11790","Data management practices are improved and optimized based on changing organizational goals","3236","4",""
"11791","No Option","3237","1",""
"11792","No formal policies and procedures exist for handling employee data","3238","1",""
"11793","Decisions about the ethical use of data is left up to the IT and marketing departments","3238","2",""
"11794","HR has created expanded policies and serves as a moderator as an ethical monitor of modern-day communication tools and data","3238","3",""
"11795","The organization has an information governance strategy that provides guidance on available solutions for protecting employee privacy while staying in line with corporate objectives","3238","4",""
"11796","Data governance processes are mostly manual and ad hoc and are unpredictable, uncontrolled, and reactive","3239","1",""
"11797","Data governance standards are being developed but are not yet being applied consistently in a uniform manner throughout the organization","3239","2",""
"11798","Quantitative and qualitative goals are set for both process and maintenance; select processes are controlled using statistical and other quantitative techniques","3239","3",""
"11799","Quantitative process improvement objectives are set and firmly established; based on machine learning insights, the objectives are continually revised to reflect changing regulatory conditions","3239","4",""
"11800","Employee data is fragmented over multiple databases; there is no self-service","3240","1",""
"11801","A common HCM platform is in place for personnel data and additional applications for talent; analytics processes, employee self-service","3240","2",""
"11802","Process integration embedded into a single HR platform allows for fewer manual entries through self-service functionalities and data insights facilitate informed decision-making by managers when approving employee requests triggered through self-services","3240","3",""
"11803","Data is updated automatically based on enterprise-wide integration between processes and systems; the system notifies users whenever there is any need for an update","3240","4",""
"11804","No Option","3241","1",""
"11805","No classification of contract and external workers; external worker strategy is typically unplanned and reactive","3242","1",""
"11806","Partially defined contract and external worker strategy with a tactical focus on basic cost savings, efficiency, and compliance","3242","2",""
"11807","Contract and external labor requirements are standardized and fully aligned with the short-term and long-term business goals","3242","3",""
"11808","Formal process in place for planning long-term contract and external labor requirements and can modify the process to meet changes in permanent employee strategies and external market dynamics","3242","4",""
"11809","Uses manual forms to process leave requests and expense approvals, which are forwarded to HR","3243","1",""
"11810","Uses e-mail to process leave requests, expense approvals and pay slip requests","3243","2",""
"11811","HR organization has quick and intuitive self-services for workflow approvals and everyday transactions, such as leave requests, expense approvals, pay slip requests, and so on","3243","3",""
"11812","Has an integrated employee experience platform using digital apps and artificial intelligence to support ongoing employee needs","3243","4",""
"11813","HR systems are not used or are siloed, out of date, and not scalable, requiring HR to manually capture and manipulate data for reporting and analysis","3244","1",""
"11814","HR uses a suite of fragmented and stand-alone tools that are not fit for purpose, requiring many work-arounds and customizations","3244","2",""
"11815","HR solutions are unified, mobile, and in the cloud; integrated reporting and analytics capabilities help drive and scale innovations and strategy","3244","3",""
"11816","HR is a catalyst in the organization's digital transformation journey, providing mobile, consumer-grade user experiences in the cloud; governance processes are in place, and an open platform provides scalability, integrations, and extensibility to drive new innovations","3244","4",""
"11817","HR is not involved in planning for major organizational changes","3245","1",""
"11818","HR is focused primarily on administrative responses to organizational change and has basic workforce planning and management tools","3245","2",""
"11819","HR provides predictive guidance and standardized approaches to prepare for and respond to major changes","3245","3",""
"11820","HR is a key player in leading organizational changes and uses tools and data to proactively generate insights, evaluate options, and provide strategic guidance for major changes","3245","4",""
11922,"NO KPI's available for measuring output of tool","1405",1.00,""
11923,"KPI's are defined AND available FOR tool FOR measuring output OF tool",1405,2.00,""
11924,"NO-ACTION autonomy (also referred TO AS “human support”): SYSTEM cannot act ON its recommendations OR output. The human uses OR disregards the AI system’s recommendations OR output AT will.",1406,1.00,""
11925,"Low-ACTION autonomy (also referred TO AS “human-IN-the-loop”): SYSTEM evaluates input AND acts upon its recommendations OR output IF the human agrees.",1406,2.00,""
11926,"MEDIUM-ACTION autonomy (also referred TO AS “human-ON-the-loop”): SYSTEM evaluates input AND acts upon its recommendations OR output unless the human vetoes",1406,3.00,""
11927,"High-ACTION autonomy (also referred TO AS “human-OUT-OF-the-loop”): SYSTEM evaluates input AND acts upon its recommendations OR output WITHOUT human involvement",1406,4.00,""
11928,Not Met,920,1.00,""
11929,Partial Met,920,2.00,""
11930,Fully Met,920,3.00,""
11931,Not Applicable,920,4.00,""
11932,Not Met,921,1.00,""
11933,Partial Met,921,2.00,""
11934,Fully Met,921,3.00,""
11935,Not Applicable,921,4.00,""
"13969","<10%","3887","1","NULL"
"14036","20%-40%","3887","2","NULL"
"14037","40%-60%","3887","3","NULL"
"14038",">60%","3887","5","NULL"
"13970","10-30%","3888","3","NULL"
"14039","<10%","3888","1","NULL"
"14040","30%-50%","3888","4","NULL"
"14041",">60%","3888","5","NULL"
"13971","30-60%","3889","3","NULL"
"14042","<10%","3889","1","NULL"
"14043",">60%","3889","5","NULL"
"13972",">60%","3890","5","NULL"
"14044","<10%","3890","1","NULL"
"14045","10%-20%","3890","2","NULL"
"14046","20%-30%","3890","3","NULL"
"14047","30%-60%","3890","4","NULL"
"13973","<20%","3891","1","NULL"
"13974","20%-50%","3891","3","NULL"
"13975",">50%","3891","5","NULL"
"13976","Manual execution / No automation","3892","1","NULL"
"13977","Deployed rule based automations","3892","2","NULL"
"13978","Implemented event, alert correlations to take decisions","3892","3","NULL"
"13979","Implemented AI based predictive solutions to prevent disruptions","3892","4","NULL"
"13980","Implemented solution for automated recommendations and actions based on AI led analytics","3892","5","NULL"
"13981","<20%","3893","1","NULL"
"13982","20%-40%","3893","3","NULL"
"13983","40%-70%","3893","4","NULL"
"13984",">70%","3893","5","NULL"
"13985","Not Applicable","3894","0","NULL"
"13986","Not Met","3894","2","NULL"
"13987","Partial Met","3894","4","NULL"
"13988","Fully Met","3894","5","NULL"
"13989","<10%","3895","1","NULL"
"13990","10%-20%","3895","2","NULL"
"13991","20%-30%","3895","3","NULL"
"13992","30%-40%","3895","4","NULL"
"13993",">40%","3895","5","NULL"
"13994","NA","3896","0","NULL"
"13995","Initial - Adhoc","3896","1","NULL"
"13996","Repeatable - process is defined and can be followed by new users, but is not standardised across the enterprise","3896","2","NULL"
"13997","Defined - process well defined and standardized across the enterprise","3896","3","NULL"
"13998","Managed - Implemented with high process compliance through enterprise level adoption","3896","4","NULL"
"13999","analyzed, continuously improved and highly automated","3896","5","NULL"
"14000","The payroll system supports only one currency, one language, and legal regulations for only one country, ensuring compliance with regulatory requirements for reporting purposes","3897","1","NULL"
"14001","The payroll system supports multiple currencies","3897","2","NULL"
"14002","The payroll system supports multiple currencies, multiple languages, and collective agreements","3897","3","NULL"
"14003","The payroll system supports multiple currencies, multiple languages, collective agreements, and reporting","3897","5","NULL"
"14004","NA","3898","0","NULL"
"14005","No","3898","1","NULL"
"14006","Partially","3898","3","NULL"
"14007","Yes","3898","5","NULL"
"14008",">60%","3899","1","NULL"
"14009","40%-60%","3899","2","NULL"
"14010","20%-40%","3899","4","NULL"
"14011","<20%","3899","5","NULL"
"14012","Less Efficient","3900","1","NULL"
"14013","Moderately Efficient","3900","3","NULL"
"14014","Highly Efficient","3900","5","NULL"
"14015","NA","3901","0","NULL"
"14016","No","3901","1","NULL"
"14017","Partially","3901","3","NULL"
"14018","Yes","3901","5","NULL"
"14019","<10%","3902","1","NULL"
"14020","10%-20%","3902","2","NULL"
"14021","20%-30%","3902","3","NULL"
"14022","30%-40%","3902","4","NULL"
"14023",">40%","3902","5","NULL"
"14024","Code across applications is done manually","3903","1","NULL"
"14025","Code is assisted by scripts for some applications","3903","2","NULL"
"14026","Code is script assisted for all applications, manual work is required in report generation","3903","3","NULL"
"14027","Code is fully automated for some applications, reporting needs some manual interventions","3903","4","NULL"
"14028","Code and report generation is full automated for all applications","3903","5","NULL"
"14029",">70%","3904","1","NULL"
"14030","30-70%","3904","3","NULL"
"14031","<30%","3904","5","NULL"
"14032","NA","3905","0","NULL"
"14033","No","3905","1","NULL"
"14034","Partially","3905","3","NULL"
"14035","Yes","3905","5","NULL"
"14356","Not Applicable","3938","0","NULL"
"14357","Not Met","3938","1","NULL"
"14358","Partially Met","3938","3","NULL"
"14359","Fully Met","3938","5","NULL"
"14360","<10%","3939","0","NULL"
"14361","10%-30%","3939","1","NULL"
"14362","30&-60%","3939","3","NULL"
"14363",">60%","3939","5","NULL"
"14364","decreased customer satifaction","3940","0","NULL"
"14365","increased ahing in accounts Receivables","3940","1","NULL"
"14366","increased cost-of-rework","3940","3","NULL"
"14367","engage your workforce","3940","5","NULL"
"14368","lower supply chain risks","3941","0","NULL"
"14369","cost reduction","3941","1","NULL"
"14370","better procurement strategies","3941","3","NULL"
"14371","guaranteed continuity of goods","3941","5","NULL"
"14372","Sales and commercial management","3942","0","NULL"
"14373","Purchasing or Procurement","3942","1","NULL"
"14374","Manufacturing lead time","3942","3","NULL"
"14375","Logistitcs and distribution","3942","5","NULL"
"14376","Purchase Requisition Submission","3943","0","NULL"
"14377","Purchase Requisition Approval","3943","1","NULL"
"14378",",Issuing the Purchase order","3943","3","NULL"
"14379","Vendors Approves","3943","5","NULL"
"14380","Increase Efficiencies","3944","0","NULL"
"14381","Cost Savings","3944","1","NULL"
"14382","Increase Customer satisfaction","3944","3","NULL"
"14383","Shipping Optimization","3944","5","NULL"
"14384","Invest in AP Automation Software","3945","0","NULL"
"14385","Ensure Invoices are Paid on Time","3945","1","NULL"
"14386","Cost Reduction","3945","3","NULL"
"14387","Supplier Defect Rate","3945","5","NULL"
14392,"The traceability of any disruption is completely manual, with ad-hoc processes",1459,0.5,NULL
14393,Basic application level traceability present to map application level issues to the causes,1459,1.5,NULL
14394,Correlation present to map business service level disruptions to IT causes,1459,2.5,NULL
14395,All the process instrumentation data is utilized to track patterns and causes of disruptions at a business process level,1459,3.5,NULL
14396,"End to end monitoring and mapping of failures, disruptions happening in other systems with the KPIs impacting your business value",1459,4.5,NULL
14397,Only monitor IT KPIs and perform IT spend analysis,1460,0.5,NULL
14398,"Monitor business services for their availability, performance",1460,1.5,NULL
14399,Define and monitor business KPIs to understand impact of disruptions on the underlying business functions / processes,1460,2.5,NULL
14400,Identify trends and patterns causing frictions and  adopt strategic changes to optimize the business KPIs,1460,3.5,NULL
14401,"Define end to end value stream for the business, with its associated KPIs and monitor, optimize them in a continuous manner",1460,4.5,NULL
