"id","slno","question_id","question","usm_project_id","answer","score","questionnaire_instance_id","last_updated_date","last_updated_by","metric_dimension_id"
"475","11","1456","How are audit and compliance reports produced?","2","0.0","1.66","242","2023-09-28","admin","918"
"476","12","1457","How are regular progress reports generated?","2","100.0","3.32","242","2023-09-28","admin","919"
"477","30","1475","What is the level of reuse maturity within your org?","2","0.0","3.75","242","2023-09-28","admin","935"
"478","31","1476","What is the operating model structure that closely match from the options?","2","0.0","1.50","242","2023-09-28","admin","936"
"479","32","1477","Your Application Management process closely matches with which of the options provided?","2","0.0","1.70","242","2023-09-28","admin","937"
"480","4","1449","How is infra provisioned across environments?","2","0.0","2.75","242","2023-09-28","admin","911"
"481","5","1450","How is data refresh done from prod to lower environments?","2","0.0","1.66","242","2023-09-28","admin","912"
"482","6","1451","How are packaged deployed across environments?","2","0.0","3.75","242","2023-09-28","admin","913"
"483","7","1452","Is the data archival and purging automated?","2","0.0","5.00","242","2023-09-28","admin","914"
"484","8","1453","How is data profiling and cleaning handled?","2","0.0","2.99","242","2023-09-28","admin","915"
"485","9","1454","How is data migration activity performed?","2","80.0","4.65","242","2023-09-28","admin","916"
"486","33","1478","How are the data report Service Requests handled?","2","0.0","0.50","242","2023-09-28","admin","938"
"487","34","1479","How are the data update Service Requests handled today?","2","0.0","2.16","242","2023-09-28","admin","939"
"488","35","1480","How do you address user queries and user training?","2","20.0","4.75","242","2023-09-28","admin","940"
"489","36","1481","How do you handle Batch job failures in the current state?","2","0.0","0.83","242","2023-09-28","admin","941"
"490","37","1482","How do you handle Incident response and triage at present?","2","10.0","3.63","242","2023-09-28","admin","942"
"491","38","1483","How do you handle security related request specific to user role?","2","50.0","4.15","242","2023-09-28","admin","943"
"492","39","1484","How do you handle server and DB issues at present?","2","0.0","3.50","242","2023-09-28","admin","944"
"493","40","1485","How does historical resolution repository help in solving the new tickets?","2","0.0","3.50","242","2023-09-28","admin","945"
"494","42","1487","How does the Simple Queries get addressed in the System?","2","0.0","4.50","242","2023-09-28","admin","947"
"495","43","1488","How does the ticket enrichment happens in the current process?","2","0.0","3.82","242","2023-09-28","admin","948"
"496","99","1904","What percentage of tickets are handled through standard operating procedures and/ or run books?","2","80","4.00","242","2023-09-28","admin","1175"
"497","44","1489","How does the User Lifecycle Management happens today?","2","50.0","3.88","242","2023-09-28","admin","949"
"498","41","1905","How does the service request resolution happens today?","2","0.0","1.90","242","2023-09-28","admin","946"
"499","45","1490","What is the current state of Shift Management process?","2","0.0","4.25","242","2023-09-28","admin","950"
"500","41","1906","How does the incident resolution happens today?","2","80.0","2.20","242","2023-09-28","admin","1176"
"501","46","1491","What percentage of incidents are automatically created in ITSM tool?","2","70","4.50","242","2023-09-28","admin","951"
"502","47","1492","Which of these is closest to the change planning and approval processes followed at your org?","2","80.0","2.25","242","2023-09-28","admin","952"
"503","48","1493","How are regression test cases executed?","2","80.0","1.83","242","2023-09-28","admin","953"
"504","49","1494","How are performance test cases executed?","2","10.0","1.60","242","2023-09-28","admin","954"
"505","50","1495","What is the closest state of deploying new changes to production?","2","0.0","2.41","242","2023-09-28","admin","955"
"506","51","1496","How is code quality improved?","2","60.0","4.65","242","2023-09-28","admin","956"
"507","52","1497","How is impact analysis performed for the changes and disruptions?","2","0.0","2.13","242","2023-09-28","admin","957"
"508","53","1498","How are change requests estimated?","2","100.0","3.32","242","2023-09-28","admin","958"
"509","54","1499","What is the branching strategy for the source code and releases?","2","0.0","0.80","242","2023-09-28","admin","959"
"510","55","1500","How is coding accelerated?","2","0.0","3.65","242","2023-09-28","admin","960"
"511","56","1501","How are forward and rollback changes for DB applied?","2","0.0","1.70","242","2023-09-28","admin","961"
"512","57","1502","What is the approach for unit testing of the enhancements?","2","80.0","2.32","242","2023-09-28","admin","962"
"513","58","1503","How is the code quality ensured for the enhancements?","2","0.0","0.70","242","2023-09-28","admin","963"
"514","59","1504","How is progressive testing performed?","2","0.0","3.30","242","2023-09-28","admin","964"
"515","60","1505","Are the support processes SOP driven?","2","0.0","0.83","242","2023-09-28","admin","965"
"516","61","1506","How capable is the team to build and deploy automations for their use cases?","2","0.0","2.25","242","2023-09-28","admin","966"
"517","62","1507","What is the average year on year ticket reduction through different intervention plans in last 3 years","2","80","4.50","242","2023-09-28","admin","967"
"518","63","1508","How frequently are the incidents/service requests reviewed to provide improvement suggestions?","2","0.0","1.50","242","2023-09-28","admin","968"
"519","64","1509","What percentage of alerts, anomalies in the system are proactively self healed thru automations?","2","80","4.50","242","2023-09-28","admin","969"
"520","65","1510","How is the event and  alert data from various sources used to optimize the operations?","2","0.0","1.50","242","2023-09-28","admin","969"
"521","99","1827","What is the maturity level of your problem management process?","2","0.0","5.00","242","2023-09-28","admin","1106"
"522","16","1461","How is application capacity planning and management performed?","2","0.0","1.66","242","2023-09-28","admin","922"
"523","17","1462","How are DB performance managed?","2","20.0","2.99","242","2023-09-28","admin","923"
"524","18","1463","What percentage of applications have the APM tool configuration done (for alert and event management)?","2","100","4.50","242","2023-09-28","admin","924"
"525","19","1464","Which of the below describes current state of adoption of AI while facilitating operations?","2","0.0","1.50","242","2023-09-28","admin","925"
"526","20","1465","How is application health monitoring performed?","2","0.0","1.50","242","2023-09-28","admin","926"
"527","21","1466","How is the monitoring done for applications, infrastructure, databases, batch jobs, interfaces ?","2","0.0","2.49","242","2023-09-28","admin","927"
"528","22","1467","How does the Business process with Transaction monitoring set up currently?","2","0.0","3.50","242","2023-09-28","admin","928"
"529","23","1468","Are there standard command centers to monitor the health of applications, Severity incidents, Trends etc.","2","80.0","3.30","242","2023-09-28","admin","929"
"530","24","1469","What is the current state of Log Management system?","2","100.0","3.75","242","2023-09-28","admin","930"
"531","25","1470","How does the planned improvement fair against the actuals realized?","2","80","3.32","242","2023-09-28","admin","931"
"532","26","1471","How do you correlate different business, IT data sources and identify the causality for any disruptions?","2","0.0","2.50","242","2023-09-28","admin","932"
"533","27","1472","To derive the best business value from the IT, apps, what is the strategy you follow?","2","100.0","2.50","242","2023-09-28","admin","932"
"534","28","1473","What do you do to measure and enhance the customer experience?","2","0.0","2.50","242","2023-09-28","admin","933"
"535","29","1474","What do you do to bring in agility to the response to fast moving business changes?","2","0.0","2.50","242","2023-09-28","admin","934"
"1116","1","1286","What % applications use ScrumBan / Kanban for Application Management?","2","0","NULL","239","2023-09-28","admin","770"
"1117","2","1287","What % applications use full stack DevOps for Application Management?","2","100","NULL","239","2023-09-28","admin","770"
"1118","3","1289","How many applications are in the production environment as of this month?","2","100","NULL","239","2023-09-28","admin","772"
"1119","5","1299","What is the average number of incidents  per month based on the last 6 months data?","2","0","NULL","239","2023-09-28","admin","773"
"1120","6","1300","What is the average number of service requests  per month, based on the last 6 months data?","2","0","NULL","239","2023-09-28","admin","773"
"1121","4","1290","What is the average monthly ticket volume for application management (exclude Infra support tickets) based on the last 6 months data?","2","100","NULL","239","2023-09-28","admin","773"
"1122","7","1301","What is the average number of problems tickets  per month, based on the last 6 months data?","2","100","NULL","239","2023-09-28","admin","782"
"1123","8","1304","What is the average number of critical and high priority (P1 and P2) tickets per month, based on the last 6 months data?","2","100","NULL","239","2023-09-28","admin","785"
"1124","9","1305","What is the average number of FTEs working on Application management based on the last 6 months data?","2","100","NULL","239","2023-09-28","admin","786"
"1125","10","1285","What is the operating model structure that closely match from the options","2","0.0","1.00","239","2023-09-28","admin","769"
"1126","11","1288","Your support process closely match with which of the options provided?","2","50.0","2.80","239","2023-09-28","admin","771"
"1127","12","1308","How do you describe the maturity of Knowledge Management (KM) processes at your organization?","2","0.0","3.00","239","2023-09-28","admin","789"
"1128","15","1302","What % of tickets are handled through standard operating procedures and / or run books?","2","40%- 60%","3.00","239","2023-09-28","admin","783"
"1129","13","1291","What percentage of incidents are automatically created in ITSM tool?","2","<10%","1.00","239","2023-09-28","admin","774"
"1130","14","1292","What percentage of incident resolutions are automated ( Applications and Batch)","2","10%-20%","2.00","239","2023-09-28","admin","775"
"1131","16","1296","What percentage of service requests are handled through automation?","2","10%-20%","2.00","239","2023-09-28","admin","779"
"1132","17","1297","What is the maturity level of your problem management process?","2","0.0","2.00","239","2023-09-28","admin","780"
"1133","19","1303","What is the average year on year ticket reduction through different intervention plans in last 3 years","2","5%-10%","2.00","239","2023-09-28","admin","784"
"1134","18","1298","How frequently are the incidents reviewed to provide suggestions to improve app?","2","0.0","2.00","239","2023-09-28","admin","781"
"1135","20","1306","What is the maturity level of your change management  and release management process ?","2","0.0","4.00","239","2023-09-28","admin","787"
"1136","22","1316","What percentage of alerts, anomalies in the system are proactively self healed thru automations?","2","10%-20%","2.00","239","2023-09-28","admin","797"
"1137","21","1312","How is the event data from various sources used to optimize the operations and resilience?","2","0.0","3.00","239","2023-09-28","admin","793"
"1138","23","1313","How would you best describe automation methodology used within the enterprise?","2","0.0","4.00","239","2023-09-28","admin","794"
"1139","24","1293","What percentage of applications have the APM tool configuration done (for alert and event management)?","2","30%-60%","4.00","239","2023-09-28","admin","776"
"1140","25","1294","Which of the below describes current state of adoption of AI while facilitating operations?","2","0.0","3.30","239","2023-09-28","admin","777"
"1141","26","1295","Are there standard command centers to monitor the health of applications, Severity incidents, Trends etc.","2","0.0","3.20","239","2023-09-28","admin","778"
"1142","27","1307","What is your log monitoring maturity level?","2","0.0","2.70","239","2023-09-28","admin","788"
"1143","28","1309","How are any disruptions that impact business service availability dealt with?","2","0.0","2.00","239","2023-09-28","admin","790"
"1144","31","1315","How do you correlate different business, IT data sources and identify the causality for any disruptions?","2","0.0","2.00","239","2023-09-28","admin","796"
"1145","29","1310","What do you do to measure and enhance the customer experience?","2","0.0","1.00","239","2023-09-28","admin","791"
"1146","30","1311","To derive the best business value from the IT, apps, what is the strategy you follow?","2","0.0","4.00","239","2023-09-28","admin","792"
"1147","32","1314","What do you do to bring in agility to the response to fast moving business changes?","2","0.0","3.00","239","2023-09-28","admin","795"
